"user_id","name","screen_name","location","description","protected","followers_count","friends_count","listed_count","created_at","favourites_count","utc_offset","time_zone","geo_enabled","verified","statuses_count","lang","contributors_enabled","is_translator","is_translation_enabled","profile_background_color","profile_background_image_url","profile_background_image_url_https","profile_background_tile","profile_image_url","profile_image_url_https","profile_image_url.1","profile_image_url_https.1","profile_link_color","profile_sidebar_border_color","profile_sidebar_fill_color","profile_text_color","profile_use_background_image","default_profile","default_profile_image","profile_banner_url"
"608033428","John E Jefferson","JohnEJefferson","Marsh Farm, Luton, Beds","Working class and pissed off with being used by media and politicians alike. Didn't cause banking crisis or start any illegal wars...",FALSE,9725,10612,255,2012-06-14 10:41:47,30499,0,"London",TRUE,FALSE,209217,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/744076067208560641/h0tN2LNA_normal.jpg","https://pbs.twimg.com/profile_images/744076067208560641/h0tN2LNA_normal.jpg","http://pbs.twimg.com/profile_images/744076067208560641/h0tN2LNA_normal.jpg","https://pbs.twimg.com/profile_images/744076067208560641/h0tN2LNA_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,"https://pbs.twimg.com/profile_banners/608033428/1466236663"
"885264403351916545","Kleber Dias","kleber_dias11","021","Nem todo sorriso é feliz, nem todo choro é triste, nem toda saudade é má, nem toda fé persiste!",FALSE,84,145,0,2017-07-12 22:27:35,2776,NA,NA,FALSE,FALSE,7307,"pt",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/948406913594789888/o-s-xLgq_normal.jpg","https://pbs.twimg.com/profile_images/948406913594789888/o-s-xLgq_normal.jpg","http://pbs.twimg.com/profile_images/948406913594789888/o-s-xLgq_normal.jpg","https://pbs.twimg.com/profile_images/948406913594789888/o-s-xLgq_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,"https://pbs.twimg.com/profile_banners/885264403351916545/1518471845"
"59900070","#DreamActNow","MiFamiliaVota","AZ, CA, CO, FL, NV, TX","Mi Familia Vota is a national organization working to build political power within Latino and immigrant communities through increased civic participation.",FALSE,8088,1794,230,2009-07-24 21:59:38,1245,-28800,"Pacific Time (US & Canada)",TRUE,FALSE,15708,"en",FALSE,FALSE,FALSE,"B3D9DB","http://pbs.twimg.com/profile_background_images/298452224/fondo_national.jpg","https://pbs.twimg.com/profile_background_images/298452224/fondo_national.jpg",FALSE,"http://pbs.twimg.com/profile_images/870441388982194176/9feWMg9K_normal.jpg","https://pbs.twimg.com/profile_images/870441388982194176/9feWMg9K_normal.jpg","http://pbs.twimg.com/profile_images/870441388982194176/9feWMg9K_normal.jpg","https://pbs.twimg.com/profile_images/870441388982194176/9feWMg9K_normal.jpg","B51A1A","4BB4FA","92D0DE","3E55AD",TRUE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/59900070/1513202916"
"2913343537","KAYLEELOVESTHEITANDSTKIDSDEARLY","woahhwheeler",NA,"I hate my username i want to change it lmao EDIT: i changed my username",FALSE,35,177,1,2014-11-29 04:45:31,5413,-28800,"Pacific Time (US & Canada)",FALSE,FALSE,1288,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/946944014040756225/_EHXfz-L_normal.jpg","https://pbs.twimg.com/profile_images/946944014040756225/_EHXfz-L_normal.jpg","http://pbs.twimg.com/profile_images/946944014040756225/_EHXfz-L_normal.jpg","https://pbs.twimg.com/profile_images/946944014040756225/_EHXfz-L_normal.jpg","7FDBB6","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/2913343537/1514604123"
"3232865591","Chad <f0><U+009F><U+0094><U+00A5>","Adryel_Vini","New Camp City, Brasil","A madruga é fria, mas acolhedora. <f0><U+009F><U+008C><U+00AA>",FALSE,1206,1174,2,2015-05-04 07:25:53,15098,-28800,"Pacific Time (US & Canada)",FALSE,FALSE,15521,"pt",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/963099592647639040/b7gjPZ0s_normal.jpg","https://pbs.twimg.com/profile_images/963099592647639040/b7gjPZ0s_normal.jpg","http://pbs.twimg.com/profile_images/963099592647639040/b7gjPZ0s_normal.jpg","https://pbs.twimg.com/profile_images/963099592647639040/b7gjPZ0s_normal.jpg","000000","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/3232865591/1518455810"
"930804737322168325","pdc","brenopdc12","ilha arao","@Flamengo #PuroSuco",FALSE,310,259,0,2017-11-15 14:28:37,2191,NA,NA,FALSE,FALSE,3290,"pt",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/957108413070217217/EpQXWq00_normal.jpg","https://pbs.twimg.com/profile_images/957108413070217217/EpQXWq00_normal.jpg","http://pbs.twimg.com/profile_images/957108413070217217/EpQXWq00_normal.jpg","https://pbs.twimg.com/profile_images/957108413070217217/EpQXWq00_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,"https://pbs.twimg.com/profile_banners/930804737322168325/1519800807"
"327332710","Calvin Crush","beeky_chastard","Manchester England ","It said so on the packet (MCFC)",FALSE,978,1130,14,2011-07-01 11:45:53,4858,NA,NA,FALSE,FALSE,25056,"en",FALSE,FALSE,FALSE,"C0DEED","http://pbs.twimg.com/profile_background_images/562635425/PA-10631616.jpg","https://pbs.twimg.com/profile_background_images/562635425/PA-10631616.jpg",TRUE,"http://pbs.twimg.com/profile_images/661699064019476481/yb2sW1bG_normal.jpg","https://pbs.twimg.com/profile_images/661699064019476481/yb2sW1bG_normal.jpg","http://pbs.twimg.com/profile_images/661699064019476481/yb2sW1bG_normal.jpg","https://pbs.twimg.com/profile_images/661699064019476481/yb2sW1bG_normal.jpg","0084B4","C0DEED","DDEEF6","333333",TRUE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/327332710/1387365653"
"956651394349617152","nara","nara_flu",NA,"@FluminenseFC  
 
somos colecionadores de decepção <f0><U+009F><U+0097><U+0082>",FALSE,224,331,0,2018-01-25 22:14:00,989,NA,NA,FALSE,FALSE,3248,"pt",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/966077324901933056/3v87igVp_normal.jpg","https://pbs.twimg.com/profile_images/966077324901933056/3v87igVp_normal.jpg","http://pbs.twimg.com/profile_images/966077324901933056/3v87igVp_normal.jpg","https://pbs.twimg.com/profile_images/966077324901933056/3v87igVp_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,"https://pbs.twimg.com/profile_banners/956651394349617152/1518731276"
"1708941307","bel","lmjroozen","young favorite | jaguar","a oposição tava de sentinela só esperando",FALSE,1432,790,17,2013-08-29 03:22:16,6776,-10800,"Brasilia",TRUE,FALSE,143451,"pt",FALSE,FALSE,FALSE,"C0DEED","http://pbs.twimg.com/profile_background_images/525033144139776000/hheoUdsl.jpeg","https://pbs.twimg.com/profile_background_images/525033144139776000/hheoUdsl.jpeg",TRUE,"http://pbs.twimg.com/profile_images/969173794026868736/wLDjPsnC_normal.jpg","https://pbs.twimg.com/profile_images/969173794026868736/wLDjPsnC_normal.jpg","http://pbs.twimg.com/profile_images/969173794026868736/wLDjPsnC_normal.jpg","https://pbs.twimg.com/profile_images/969173794026868736/wLDjPsnC_normal.jpg","000000","FFFFFF","DDEEF6","333333",TRUE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/1708941307/1519904296"
"2731905424","SASHA MCLEOD","mcleod_sasha","Scotland, United Kingdom","CEO of household of 5. For Disabled Rights and Access and also trying my best to raise awareness of Group B Strep & Sepsis. Living w ME & caring for son with ME",FALSE,510,188,54,2014-08-02 20:27:30,26498,NA,NA,FALSE,FALSE,33310,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/883799353239814144/tUOEUpFE_normal.jpg","https://pbs.twimg.com/profile_images/883799353239814144/tUOEUpFE_normal.jpg","http://pbs.twimg.com/profile_images/883799353239814144/tUOEUpFE_normal.jpg","https://pbs.twimg.com/profile_images/883799353239814144/tUOEUpFE_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,"https://pbs.twimg.com/profile_banners/2731905424/1468793279"
