"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1678","Could it be #flu?  #influenza https://t.co/hn8JqgU5E3 https://t.co/7IPUObHafh",FALSE,0,NA,2018-02-27 23:20:39,FALSE,NA,"968626967397453825",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","drkdhoffman",4,FALSE,FALSE,NA,NA
"1679","@PLANETHOTEL_NET @CarlaMellidi @concitadeg @FuoriRomaRai3 @RaiTre @doktorfranz_me @manufinestrino La famosa filastr… https://t.co/hZFBioVmaS",FALSE,0,"PLANETHOTEL_NET",2018-02-27 23:20:38,TRUE,"967852707246759945","968626960447483905","309178760","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sergiocucini",0,FALSE,FALSE,NA,NA
"1680","When the nurse came in and said you tested positive for type b influenza <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BE><ed><U+00B4><U+0092><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2> https://t.co/kc3Hy7I9f5",FALSE,0,NA,2018-02-27 23:19:55,FALSE,NA,"968626780579028992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reberbabygirl",0,FALSE,FALSE,NA,NA
"1681","@DanaElizabeth69 @OwlsforOlive @GaiaElio @BatZeliger @dot_main @AnalystReloaded @kr4ydnb @pacman522 @STALININST… https://t.co/bT3dSIaSVg",FALSE,5,"DanaElizabeth69",2018-02-27 23:19:09,TRUE,"968624705635627008","968626589977272320","4821932109","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ExposeAsshats",3,FALSE,FALSE,NA,NA
"1682","Este año es importante el llamado a la vacunación (influenza), lavado de manos, evitar contacto con enfermos y no c… https://t.co/E2rxu8kuYN",FALSE,2,NA,2018-02-27 23:18:02,TRUE,NA,"968626308132556801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","californiano20",2,FALSE,FALSE,NA,NA
"1683","What Causes the Flu?
The #flu is caused by an influenza #virus infection. #There are three types… https://t.co/E9UrgCN4UA",FALSE,0,NA,2018-02-27 23:17:40,FALSE,NA,"968626213022552064",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DrJosefina",0,FALSE,FALSE,"-80.3822","27.7074"
"1684","Ya boy’s back from the dead #SpringTraining #Influenza https://t.co/RNvcIwtkfq",FALSE,5,NA,2018-02-27 23:16:00,FALSE,NA,"968625794632372225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drasriel",0,FALSE,FALSE,NA,NA
"1685","H5N1 influenza – Medical Definition and Pronunciation https://t.co/YJYPHye3ah",FALSE,0,NA,2018-02-27 23:14:48,FALSE,NA,"968625494819311616",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","achengula",0,FALSE,FALSE,NA,NA
"1686","Mein Sohn ist #Influencer Das klingt irgendwie nach #Influenza Außerdem geht ständig etwas von ihm #viral Gesund ist das nicht! #tolleworte",FALSE,2,NA,2018-02-27 23:13:58,FALSE,NA,"968625282176442368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Falk_Weiss",0,FALSE,FALSE,NA,NA
"1687","¿Sabes qué es la #Influenza?
@Salud_Ec @MVEspinosaS @CTGUERREROD https://t.co/q55H1HEFRg",FALSE,2,NA,2018-02-27 23:12:00,FALSE,NA,"968624788661878785",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Salud_CZ9",2,FALSE,FALSE,NA,NA
"1688","@Influenza_Atyp <U+306D><U+3063><U+3068><U+3063><U+3057><U+304A><U+306F><U+3088>!",FALSE,1,"Influenza_Atyp",2018-02-27 23:09:45,FALSE,"968611927353016320","968624222070194176","947081851721547777","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","syukaennsenn",0,FALSE,FALSE,NA,NA
"1689","@danyturcotte Et l’influenza aussi <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7>",FALSE,1,"danyturcotte",2018-02-27 23:09:34,FALSE,"968614119208300544","968624176369160192","109282155","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roddeuse",0,FALSE,FALSE,NA,NA
"1690","Just got approved for @GoogleTrends API – Thanks a lot!
Super excited to try it next week with #rstats to track… https://t.co/PDL2127n99",FALSE,4,NA,2018-02-27 23:07:09,TRUE,NA,"968623568287387649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","waq0r",0,FALSE,FALSE,NA,NA
"1691","Detectan 84 casos de influenza en escuela de Victoria - https://t.co/WpREJT4W9U https://t.co/vQnnLaZ6Mr",FALSE,0,NA,2018-02-27 23:06:33,FALSE,NA,"968623416088477696",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ExtremoNoticias",0,FALSE,FALSE,NA,NA
"1692","Denton County Public Health (DCPH) is reporting three additional adult influenza associated deaths, totaling twelve… https://t.co/GPTLe4KJMg",FALSE,0,NA,2018-02-27 23:06:13,TRUE,NA,"968623335121866752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WeAreDCPH",0,FALSE,FALSE,NA,NA
"1693","Massive data analysis shows what drives the spread of #flu in the US https://t.co/cEJ7te8mw3 #influenza… https://t.co/29UEEo98bk",FALSE,1,NA,2018-02-27 23:06:03,TRUE,NA,"968623292872626181",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Change_HC",1,FALSE,FALSE,NA,NA
"1694","@il_pancio te n'è rimasta un po di influenza?? <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>",FALSE,2,"il_pancio",2018-02-27 23:04:39,FALSE,NA,"968622940844707847","3438953032","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marco_Bottazzi",1,FALSE,FALSE,NA,NA
"1695","Epilepsy in children unrelated to pandemic flu vaccination #Pediatrics https://t.co/jVBFskqTmx",FALSE,0,NA,2018-02-27 23:03:07,FALSE,NA,"968622551743254528",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","induspedia",0,FALSE,FALSE,NA,NA
"1696","Any cause of inflammation such as common cold, influenza, and bacterial infections may cause transient vertigo if it involves the inner ear",FALSE,0,NA,2018-02-27 23:01:05,FALSE,NA,"968622041015439360",NA,"<a href=""http://tonguetie.net/"" rel=""nofollow"">TongueApp</a>","VertigoFix",0,FALSE,FALSE,NA,NA
"1697","@TeaWriteRepeat sound familiar? It Just Takes One- Travis in part II.  See where he works? Influenza season really… https://t.co/CDOrHZLReU",FALSE,1,"TeaWriteRepeat",2018-02-27 23:01:04,TRUE,NA,"968622038188462082","715641585787084803","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ItJust_TakesOne",0,FALSE,FALSE,NA,NA
"1698","#Striscialanotizia annuncia che l’autore di magnolia influenza Le nominations, chiedendo esplicitamente di non vota… https://t.co/mRaaAVzlRV",FALSE,5,NA,2018-02-27 23:00:34,TRUE,NA,"968621912367812608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GioBra87",0,FALSE,FALSE,NA,NA
"1699","Flu activity may finally be starting to decline, but reports of child deaths continue. Another 13 child deaths repo… https://t.co/4uwPavXmHB",FALSE,1,NA,2018-02-27 23:00:01,TRUE,NA,"968621771925741568",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","famfightflu",2,FALSE,FALSE,NA,NA
"1700","Recuerda tomar estas medidas de prevención para evitar la #Influenza.
#EtapaInvernal https://t.co/CZ9JbRqrAa",FALSE,1,NA,2018-02-27 23:00:01,FALSE,NA,"968621771833319424",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Salud_CZ8",0,FALSE,FALSE,NA,NA
"1701","Influenza o Gripe,si tengo : Fiebre,tos, dolor de garganta, secreción o congestión nasal, dolores corporales, dolor de cabeza, escalofríos",FALSE,0,NA,2018-02-27 22:59:59,FALSE,NA,"968621765877551104",NA,"<a href=""https://octopusocial.com"" rel=""nofollow"">OctopuSocial Inc</a>","carolyn_doctor",0,FALSE,FALSE,NA,NA
"1702","Desciende el número de casos confirmados de influenza en Puerto Rico. #salud #farmacia 

“Pese a la baja, no se deb… https://t.co/gxygffxnIp",FALSE,1,NA,2018-02-27 22:59:04,TRUE,NA,"968621532686766086",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GrafedPharmacy",0,FALSE,FALSE,NA,NA
"1703","<U+3010><U+30A4><U+30F3><U+30D5><U+30EB><U+30A8><U+30F3><U+30B6><U+306E><U+7570><U+5E38><U+884C><U+52D5><U+3092><U+6771><U+6D0B><U+533B><U+5B66><U+3067><U+307F><U+308B><U+3068>…<U+3011><U+30D6><U+30ED><U+30B0><U+3067><U+8003><U+5BDF><U+3057><U+3066><U+307F><U+307E><U+3057><U+305F><U+3002>
https://t.co/fEuFZsKyVJ
#<U+30A4><U+30F3><U+30D5><U+30EB><U+30A8><U+30F3><U+30B6> #<U+7570><U+5E38><U+884C><U+52D5> #<U+30BF><U+30DF><U+30D5><U+30EB>",FALSE,0,NA,2018-02-27 22:57:41,FALSE,NA,"968621187696812033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shindougokeikai",0,FALSE,FALSE,NA,NA
"1704","Welp, one brother has influenza A and the other has influenza B…I’ve maintained good health so far, keeping my fingers crossed <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",FALSE,10,NA,2018-02-27 22:56:09,FALSE,NA,"968620801435033607",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Garett2497",0,FALSE,FALSE,NA,NA
"1705","già non posso abbuffarmi di cibo per colpa dell'apparecchio ORA CI SI METTE PURE IL RAFFREDDORE CON L'INFLUENZA MA… https://t.co/rmUNsj6ZBj",FALSE,0,"lighrobert",2018-02-27 22:50:33,TRUE,"968618804862423040","968619389225455616","1520336359","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lighrobert",0,FALSE,FALSE,NA,NA
"1706","It has been an incredibly rough flu season this year. @PeterHotez Check out our latest blog post on how cell cultur… https://t.co/Sjv5Z2Ob1B",FALSE,2,NA,2018-02-27 22:50:14,TRUE,NA,"968619309634412544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LumaCyte",1,FALSE,FALSE,NA,NA
"1707","There are almost two months down in 2018. It is also a horrible influenza season. Here are some tips to help you sa… https://t.co/r9u0ZQ7zET",FALSE,0,NA,2018-02-27 22:50:10,TRUE,NA,"968619293960298502",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SCCContinuingEd",0,FALSE,FALSE,NA,NA
"1708","PHARMAC will fund a four-strain influenza vaccine this year - we asked experts about this year's vaccine and why th… https://t.co/BwnGJhI2Nw",FALSE,0,NA,2018-02-27 22:49:47,TRUE,NA,"968619199324028929",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","smcnz",0,FALSE,FALSE,NA,NA
"1709","Grippewelle. Und ausgerechnet jetzt hab ich viele Studenten. Bleibt mir vom Leib! 

https://t.co/mH0WovOzC2",FALSE,0,NA,2018-02-27 22:49:29,FALSE,NA,"968619123583406080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mehrwundern",0,FALSE,FALSE,NA,NA
"1710","Se acuerdan cuando creíamos que la influenza era falsa?, pues no",FALSE,0,NA,2018-02-27 22:49:27,FALSE,NA,"968619115584815104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fermagonzalez",0,FALSE,FALSE,NA,NA
"1711","No, perché so che non esiste solamente il segno ma anche l’ascendente e l’influenza degli altri pianeti e delle cas… https://t.co/MYJsqKv0iL",FALSE,0,NA,2018-02-27 22:44:51,TRUE,NA,"968617958380593160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fraryscrown",0,FALSE,FALSE,NA,NA
"1712","Sì vax, però...
Dr Burioni, mi sono vaccinato contro l'influenza, ma ne ho a ripetizione:
""Il settimo bacillo"".",FALSE,0,NA,2018-02-27 22:44:48,FALSE,NA,"968617945244020737",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","agnostico43",0,FALSE,FALSE,NA,NA
"1713","@WRadioColombia si es posible contagiar un perro con influenza. Que parece es lo que ustedes han tenido",FALSE,0,"WRadioColombia",2018-02-27 22:44:44,FALSE,NA,"968617925803413505","20560294","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maggie0711",0,FALSE,FALSE,NA,NA
"1714","Revela Regidor “foco rojo” de influenza en #CdVictoria https://t.co/AdNOBnw3yO .@Gob_Victoria #Tam #Madero #Reynosa… https://t.co/aS7vNP9eLJ",FALSE,0,NA,2018-02-27 22:41:52,TRUE,NA,"968617203791814661",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ReporteDigital_",1,FALSE,FALSE,NA,NA
"1715","Ab Woche 6 geht es heiß her https://t.co/XntHxuJE8p",FALSE,1,NA,2018-02-27 22:37:59,FALSE,NA,"968616227382931456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HSchernthanner",1,FALSE,FALSE,NA,NA
"1716","Influenza e vestigia delle scienze esoteriche egizie a Napoli. https://t.co/JKtcmMdSdf",FALSE,0,NA,2018-02-27 22:37:54,FALSE,NA,"968616207778762752",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","fraternamente_",0,FALSE,FALSE,NA,NA
"1717","#Flu #Vaccines #Approved For Next Winter, Will Protect Against Three Strains Of Influenza, Including H1N1 https://t.co/89DddcKXGa",FALSE,0,NA,2018-02-27 22:37:31,FALSE,NA,"968616109049044994",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","zizibumf",0,FALSE,FALSE,NA,NA
"1718","the strain of influenza this year is no joke. i’ve been pretty much in insolation for a week with surgical masks on… https://t.co/ut1EwByQ7e",FALSE,0,NA,2018-02-27 22:36:59,TRUE,NA,"968615977343705088",NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>","antisocielle",0,FALSE,FALSE,NA,NA
"1719","Niños y niñas del Centro de Desarrollo Infantil (CDI) “Santa Isabel” reciben vacuna contra la #Influenza.… https://t.co/uw1zY9Gswv",FALSE,28,NA,2018-02-27 22:35:22,TRUE,NA,"968615567820316674",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MIES_Zona2",40,FALSE,FALSE,NA,NA
"1720","@pamelanoa @Moluskein Esto fue para el año 1998 Dr. Andrew Wakefield’s perdio su licencia en United Kingdom. Por fa… https://t.co/qDdO61qFA9",FALSE,0,"pamelanoa",2018-02-27 22:34:35,TRUE,NA,"968615372890009600","15213597","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kevinfloresdiaz",0,FALSE,FALSE,NA,NA
"1721","Científicos trabajan en vacuna universal contra la influenza 

https://t.co/tUOhGZyYJ5",FALSE,0,NA,2018-02-27 22:31:32,FALSE,NA,"968614603386126336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dan_Bravo",0,FALSE,FALSE,NA,NA
"1722","Revela Regidor “foco rojo” de influenza en Victoria https://t.co/d1EvB94xnU",FALSE,0,NA,2018-02-27 22:30:45,FALSE,NA,"968614409730850816",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","HeraldodeTam",0,FALSE,FALSE,NA,NA
"1723","Revela Regidor “foco rojo” de influenza en Victoria https://t.co/B5MiXEkvjb",FALSE,0,NA,2018-02-27 22:30:43,FALSE,NA,"968614398670487553",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","HeraldodeTam",0,FALSE,FALSE,NA,NA
"1724","Mi sa tanto che mi sono beccato l'influenza intestinale",FALSE,1,NA,2018-02-27 22:30:19,FALSE,NA,"968614299492126721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dvangerkjng",0,FALSE,FALSE,NA,NA
"1725","@Moluskein hello! La AH1N1 es la porcina y es Influenza. Crean “epidemias” para crear caos y vender ciertos productos. Todo es un negocio.",FALSE,0,"Moluskein",2018-02-27 22:30:15,FALSE,NA,"968614280852623361","34010442","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gloriangel15",0,FALSE,FALSE,NA,NA
"1726","@Lauriel_XIII @lykos24 @Dimii_tree Gegen die Influenza Grippe hilft es sehr wohl. Habe ich deshalb auch machen lass… https://t.co/luidspJ6CB",FALSE,0,"Lauriel_XIII",2018-02-27 22:29:48,TRUE,"968536916181377024","968614169036623872","2958831393","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sola4883",0,FALSE,FALSE,NA,NA
"1727","Indonesia Berbagi Pengalaman Dalam Pengendalian Penyakit Avian Influenza Kepada Myanmar https://t.co/j2Wf3Mgy6o",FALSE,0,NA,2018-02-27 22:27:37,FALSE,NA,"968613617485586432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aninaadinda",0,FALSE,FALSE,NA,NA
"1728","Suicidios, DBT, TBC, IC, IAM, Influenza, Neumonias me parecen asuntos mucho mas urgentes de salud pública a resolver.",FALSE,0,"ArturoRuffo",2018-02-27 22:27:35,FALSE,"968611881958232064","968613612548915200","1409223978","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ArturoRuffo",1,FALSE,FALSE,NA,NA
"1729","@Moluskein yo soy enfermera y siempre me tengo q vacunar de influenza y siempre me da la enfermedad.!",FALSE,0,"Moluskein",2018-02-27 22:27:17,FALSE,NA,"968613536162344960","34010442","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yaxia_marie",0,FALSE,FALSE,NA,NA
"1730","Trabajo en oficina médica y el problema es que la vacuna que están poniendo al momento no es la misma sepa de la in… https://t.co/c7D5LsNRGU",FALSE,0,NA,2018-02-27 22:26:33,TRUE,NA,"968613351659106304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nzayas32",1,FALSE,FALSE,NA,NA
"1731","@ganr_1277 Si, ya me había fijado. Aquí dentro de todo la gente no se niega tanto, quizás un poco más con VPH e inf… https://t.co/YVdIVoCJbR",FALSE,1,"ganr_1277",2018-02-27 22:25:05,TRUE,"968610454347157505","968612979842334720","1600149720","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","annie_rgmz",0,FALSE,FALSE,NA,NA
"1732","Se scatta il mal di gola scatta automaticamente influenza",FALSE,1,NA,2018-02-27 22:22:53,FALSE,NA,"968612428014645248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Consu_Maronese",0,FALSE,FALSE,NA,NA
"1733","Sono sulla via per l'influenza. È in momenti come questo che vorrei qualcuno accanto che si prenda cura di me",FALSE,3,NA,2018-02-27 22:21:48,FALSE,NA,"968612156970295297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","domanidecido",0,FALSE,FALSE,NA,NA
"1734","84 casos de influenza en primaria de Cd. Victoria https://t.co/KhxzeEu5Tz https://t.co/HZmxa3W8kr",FALSE,0,NA,2018-02-27 22:21:16,FALSE,NA,"968612020609343491",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","expresionenred",0,FALSE,FALSE,NA,NA
"1735","Another three influenza-related deaths have been reported in Denton County. 
https://t.co/fXMPXZ2TIR",FALSE,1,NA,2018-02-27 22:20:07,FALSE,NA,"968611729902067714",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DentonRC",1,FALSE,FALSE,NA,NA
"1736","@Paulinamng Otra vez influenza? <ed><U+00A0><U+00BD><ed><U+00B8><U+00B0> no te haz vacunado eeeh",FALSE,0,"Paulinamng",2018-02-27 22:19:45,FALSE,"968572794861772801","968611638550171648","95140430","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","celestecordovas",0,FALSE,FALSE,NA,NA
"1737","@Moluskein No. vacuna de influenza no hay quien me la haga poner y punto! Y no soy irresponsable.",FALSE,0,"Moluskein",2018-02-27 22:18:28,FALSE,NA,"968611318642151424","34010442","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gloriangel15",0,FALSE,FALSE,NA,NA
"1738","Me siento de la chingada pero al mismo tiempo me siento genial pues es la primera vez que tengo influenza :(:",FALSE,1,NA,2018-02-27 22:17:09,FALSE,NA,"968610986935668737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MilahiSilva",0,FALSE,FALSE,NA,NA
"1739","""Influenza is back among us—and with a vengeance. We are just about at the midpoint of the flu season, and already… https://t.co/rWDGYXEZGZ",FALSE,0,NA,2018-02-27 22:15:10,TRUE,NA,"968610487192772608",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","EinsteinMed",2,FALSE,FALSE,NA,NA
"1740","@Salud_CZ5 @MVEspinosaS @PedroBaquerizoS @Salud_Ec @MarthaCedeno15 @RosaEmiliaSilv1 En etapa invernal es importante… https://t.co/XAZp3CuPcg",FALSE,0,"Salud_CZ5",2018-02-27 22:12:23,TRUE,"968546335392747525","968609784974004224","2273237816","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CCevallos92",0,FALSE,FALSE,NA,NA
"1741","Excellent paper by Ida Milne (@milnem) at this evening's Limerick History Research Seminar. Absorbing stories of re… https://t.co/wrbJKGFoj9",FALSE,16,NA,2018-02-27 22:10:47,TRUE,NA,"968609381544812544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HistorianKarol",6,FALSE,FALSE,NA,NA
"1742","Deben vacunarse contra la influenza los niños y niñas entre los 6 meses<ed><U+00A0><U+00BD><ed><U+00B1><U+00B6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> y 5 años de edad<ed><U+00A0><U+00BD><ed><U+00B1><U+00A7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>
#Vacúnatecontralainfluenza",FALSE,0,NA,2018-02-27 22:10:05,FALSE,NA,"968609205123985408",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SSVinaQuillota",0,FALSE,FALSE,NA,NA
"1743","@repubblica Certo che potevano dargli un nome un po’ più accattivante a questa monoposto... Sembra il nome di un’in… https://t.co/JScxo1rqcw",FALSE,0,"repubblica",2018-02-27 22:08:10,TRUE,"968601193969696769","968608726004400128","18935802","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sapi_enza",0,FALSE,FALSE,NA,NA
"1744","<ed><U+00A0><U+00BD><ed><U+00B2><U+0086>A ver sí eso dicen cuando les de influenza. https://t.co/IXpSFquvJi",FALSE,1,NA,2018-02-27 22:05:59,FALSE,NA,"968608175183114240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","annie_rgmz",0,FALSE,FALSE,NA,NA
"1745","Desciende el número de casos confirmados de influenza en Puerto Rico https://t.co/mw1rXsIvzO",FALSE,0,NA,2018-02-27 22:04:14,FALSE,NA,"968607735569936384",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","PorDentroEND",0,FALSE,FALSE,NA,NA
"1746","@LENIN55ILSAGGIO @romatoday Stalin e la sua influenza sul proletariato interaziendale ? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Finché relegava i sold… https://t.co/JobNboh3To",FALSE,0,"LENIN55ILSAGGIO",2018-02-27 22:02:36,TRUE,"968590336279957504","968607321969561603","2234742138","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lsp74Simone",0,FALSE,FALSE,NA,NA
"1747","Ho un'influenza incredibile e pure la mia compagna quindi devo andare io domani a lezione a registrare perché lei h… https://t.co/DisjiCIrGj",FALSE,0,NA,2018-02-27 22:01:32,TRUE,NA,"968607056151351296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xloonjin",0,FALSE,FALSE,NA,NA
"1748","@doctormacias Hola doctor Macías! Me diagnosticaron influenza tipo b y me recetaron tamiflu y Budesonide inhalado.… https://t.co/zUuZJ7NAK9",FALSE,0,"doctormacias",2018-02-27 21:59:41,TRUE,NA,"968606589748895744","316273207","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marisalozanol",0,FALSE,FALSE,NA,NA
"1749","Teen diagnosed by influenza learns he in reality has phase four Cancer disease https://t.co/28LQxl6hFN",FALSE,0,NA,2018-02-27 21:59:13,FALSE,NA,"968606472924991498",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","em6323787",0,FALSE,FALSE,NA,NA
"1750","... sobre brote #influenza y #vacunación #vacunas, con Ma Paz Bertoglia de la Escuela Salud Pública @esp_uchile https://t.co/vgZDrI6Uiu",FALSE,1,NA,2018-02-27 21:58:06,FALSE,NA,"968606190660878342",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patana",1,FALSE,FALSE,NA,NA
"1751","We're not quite done with #flu this season, but the World Health Org is busy preparing for next season.  https://t.co/ebG1KtjvmD",FALSE,1,NA,2018-02-27 21:56:02,FALSE,NA,"968605671682867200",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","famfightflu",0,FALSE,FALSE,NA,NA
"1752","La precariedad continúa. Altos por cientos de energización no significan nada para gente que perennemente siguen a… https://t.co/WZkXbbP9XT",FALSE,1,NA,2018-02-27 21:55:06,TRUE,NA,"968605436227346432",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jose_rivera",1,FALSE,FALSE,NA,NA
"1753","Mitos sobre la #Influenza.
#EtapaInvernal
@Salud_Ec
@MVEspinosaS @CTGUERREROD https://t.co/6SKgZWlDq5",FALSE,1,NA,2018-02-27 21:51:00,FALSE,NA,"968604405170925572",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Salud_CZ9",1,FALSE,FALSE,NA,NA
